masp;admissao;nome_servidor;cpf;dt_nasc;situacao_funcional;sigla;setor;carreira;categoria_profissional;nivel;grau;dt_admissao;data_inicio;data_fim_prevista
14912935;4;Letícia Costa;04482546734;04/06/1987;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;03/07/2022;03/07/2022 00:00;02/07/2023 00:00
14912935;3;Miguel Pereira;04482546735;05/06/1987;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14255103;2;Sarah Santos;04482546736;06/06/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;ENFERMEIRO;IV;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
15287204;1;Eduardo Pereira;04482546737;07/06/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;ENFERMEIRO;IV;A;0000-00-00;04/07/2022 00:00;03/07/2023 00:00
14581433;5;Pedro Barros;04482546738;08/06/1987;CONTRATO TEMPORARIO;HEM;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;14/03/2022;14/03/2022 00:00;13/03/2023 00:00
14581433;4;Kai Rodrigues;04482546739;09/06/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE LABORATORIO E AGENCIA TRANSFUSIONAL;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
13802848;2;Sarah Carvalho;04482546740;10/06/1987;CONTRATO TEMPORARIO;CHPB;COORDENACAO DE ENFERMAGEM E EQUIPE MULTIDISCIPLINAR;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;17/04/2021;17/04/2021 00:00;16/04/2023 00:00
14831127;2;Murilo Barbosa;04482546741;11/06/1987;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CLINICA MEDICA;PENF;TECNICO DE ENFERMAGEM;II;A;22/11/2021;22/11/2021 00:00;30/06/2023 00:00
13194097;2;Yasmin Pereira;04482546742;12/06/1987;CONTRATO TEMPORARIO;HRJP;COORDENACAO DAS UNIDADES CRITICAS;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;20/08/2021;20/08/2021 00:00;30/06/2023 00:00
14354930;1;Eduarda Goncalves;04482546743;13/06/1987;CONTRATO TEMPORARIO;CEPAI;COORDENACAO DE INTERNACAO E AMBULATORIO;PENF;ENFERMEIRO;IV;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14963540;1;Julian Martins;04482546744;14/06/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;MED;MEDICO ORTOPEDISTA E TRAUMATOLOGISTA;III;A;0000-00-00;28/05/2021 00:00;27/05/2023 00:00
14897110;3;Amanda Oliveira;04482546745;15/06/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;AGAS;FISIOTERAPEUTA;III;A;05/07/2022;05/07/2022 00:00;04/07/2023 00:00
14897110;2;Beatriz Sousa;04482546746;16/06/1987;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;AGAS;FISIOTERAPEUTA;III;A;27/04/2022;27/04/2022 00:00;26/04/2023 00:00
14580021;2;Marina Fernandes;04482546747;17/06/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;08/02/2021;08/02/2021 00:00;07/02/2023 00:00
14901581;2;Rodrigo Araujo;04482546748;18/06/1987;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;17/05/2022;17/05/2022 00:00;16/05/2023 00:00
15062797;1;Fábio Martins;04482546749;19/06/1987;CONTRATO TEMPORARIO;HRJP;COORDENACAO DA MATERNIDADE;MED;MEDICO PEDIATRA;III;A;10/12/2021;10/12/2021 00:00;30/06/2023 00:00
14774475;2;Sophia Gomes;04482546750;20/06/1987;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;PENF;TECNICO DE ENFERMAGEM;II;A;09/12/2021;09/12/2021 00:00;30/06/2023 00:00
15070956;1;Matilde Martins;04482546751;21/06/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14722482;2;Rafael Melo;04482546752;22/06/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;MED;MEDICO CLINICO;III;A;11/12/2018;01/02/2021 00:00;31/01/2023 00:00
14722482;1;Matilde Castro;04482546753;23/06/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;MED;MEDICO CLINICO;III;A;11/12/2018;01/02/2021 00:00;31/01/2023 00:00
14904122;2;Rafael Sousa;04482546754;24/06/1987;CONTRATO TEMPORARIO;MOV;NA;AGAS;FARMACEUTICO;I;A;NA;01/07/2022 00:00;27/12/2022 00:00
14052583;3;André Carvalho;04482546755;25/06/1987;CONTRATO TEMPORARIO;IRS;COORDENACAO DO CENTRO DE EDUCACAO INFANTIL;TOS;PROFESSOR RECREADOR;II;A;12/01/2022;12/01/2022 00:00;11/01/2023 00:00
13640107;3;Beatrice Souza;04482546756;26/06/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;MED;MEDICO ANESTESIOLOGISTA;III;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
14010326;2;Antônio Barros;04482546757;27/06/1987;CONTRATO TEMPORARIO;;(DESAT.)GERENCIA DE APOIO DIAGNOSTICO E TERAPEUTICO;AGAS;FARMACEUTICO BIOQUIMICO;I;A;11/11/2021;11/11/2021 00:00;30/06/2023 00:00
14904155;1;Laura Costa;04482546758;28/06/1987;CONTRATO TEMPORARIO;HGB-JA;NA;AGAS;ASSISTENTE SOCIAL;I;A;NA;01/07/2022 00:00;27/12/2022 00:00
14716138;1;Livia Santos;04482546759;29/06/1987;CONTRATO TEMPORARIO;HRAD;GERENCIA ASSISTENCIAL;TOS;AUXILIAR ADMINISTRATIVO;I;A;0000-00-00;01/02/2022 00:00;31/01/2023 00:00
14759591;2;Vitór Gomes;04482546760;30/06/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO;III;A;20/12/2020;01/02/2021 00:00;31/01/2023 00:00
14637367;3;Leonardo Costa;04482546761;01/07/1987;CONTRATO TEMPORARIO;HAC;COORDENACAO DE SUPRIMENTO E LOGISTICA;TOS;AUXILIAR ADMINISTRATIVO;I;A;29/03/2022;29/03/2022 00:00;28/03/2023 00:00
14755060;4;Clara Gomes;04482546762;02/07/1987;CONTRATO TEMPORARIO;HAC;COORDENACAO DO AMBULATORIO;MED;MEDICO GENERALISTA;I;A;18/09/2021;18/09/2021 00:00;30/06/2023 00:00
14909337;2;Leila Martins;04482546763;03/07/1987;CONTRATO TEMPORARIO;CEPAI;DIRETORIA GERAL;TOS;AUXILIAR ADMINISTRATIVO;I;A;04/03/2022;04/03/2022 00:00;03/03/2023 00:00
14755383;4;Julia Lima;04482546764;04/07/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;MED;MEDICO PEDIATRA;III;A;15/04/2021;15/04/2021 00:00;14/04/2023 00:00
14755383;3;Nicolash Ribeiro;04482546765;05/07/1987;CONTRATO TEMPORARIO;MOV;NA;MED;MEDICO PEDIATRA;III;A;NA;01/02/2021 00:00;31/01/2023 00:00
14755342;2;Giovana Rodrigues;04482546766;06/07/1987;CONTRATO TEMPORARIO;HAC;COORDENACAO DO AMBULATORIO;MED;MEDICO CLINICO;III;A;04/02/2022;04/02/2022 00:00;03/02/2023 00:00
14130231;3;Igor Sousa;04482546767;07/07/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;MED;MEDICO CLINICO;III;A;08/02/2022;08/02/2022 00:00;07/02/2023 00:00
14130231;4;Pedro Cunha;04482546768;08/07/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;MED;MEDICO CLINICO;III;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14812846;1;Gustavo Rocha;04482546769;09/07/1987;CONTRATO TEMPORARIO;MOV;NA;PENF;ENFERMEIRO;VI;A;NA;01/07/2022 00:00;27/12/2022 00:00
14812846;2;Victor Sousa;04482546770;10/07/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;ENFERMEIRO;IV;A;27/09/2022;27/09/2022 00:00;26/09/2023 00:00
14566913;3;Arthur Almeida;04482546771;11/07/1987;CONTRATO TEMPORARIO;HAC;COORDENACAO CIRURGICA;PENF;ENFERMEIRO;IV;A;13/05/2022;13/05/2022 00:00;12/05/2023 00:00
14540314;3;Vitor Pinto;04482546772;12/07/1987;CONTRATO TEMPORARIO;JXXIII;NA;MED;MEDICO ANESTESIOLOGISTA;III;A;NA;09/02/2022 00:00;08/02/2023 00:00
12155057;2;Kauan Melo;04482546773;13/07/1987;CONTRATO TEMPORARIO;HRJP;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;02/07/2022;02/07/2022 00:00;01/07/2023 00:00
13802194;3;Igor Castro;04482546774;14/07/1987;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;25/11/2021;25/11/2021 00:00;30/06/2023 00:00
14801534;1;Luís Sousa;04482546775;15/07/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DO SERVIÇO DE NUTRICAO E DIETETICA;AGAS;NUTRICIONISTA;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14956809;2;Giovanna Martins;04482546776;16/07/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CLINICO;III;A;01/07/2022;01/07/2022 00:00;30/06/2023 00:00
14956809;1;Bruno Carvalho;04482546777;17/07/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CLINICO;III;A;01/07/2022;01/07/2022 00:00;30/06/2023 00:00
13797709;2;Gabrielly Castro;04482546778;18/07/1987;CONTRATO TEMPORARIO;HRJP;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;01/07/2022;01/07/2022 00:00;30/06/2023 00:00
14963557;1;Evelyn Pereira;04482546779;19/07/1987;CONTRATO TEMPORARIO;MOV;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;TOS;AUXILIAR ADMINISTRATIVO;I;A;04/07/2022;04/07/2022 00:00;03/07/2023 00:00
14716120;2;Kaua Ferreira;04482546780;20/07/1987;CONTRATO TEMPORARIO;CSSFE;COORDENACAO DA UNIDADE DE CUIDADO AO ADULTO;MED;MEDICO CLINICO;III;A;23/05/2022;23/05/2022 00:00;22/05/2023 00:00
14879043;3;Kauê Alves;04482546781;21/07/1987;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;MED;MEDICO GENERALISTA;I;A;11/01/2023;05/07/2022 00:00;31/12/2022 00:00
14879043;1;Yasmin Goncalves;04482546782;22/07/1987;CONTRATO TEMPORARIO;HEM;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
15077407;1;Emily Souza;04482546783;23/07/1987;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE GESTAO DE PESSOAS;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
15157332;1;Isabela Dias;04482546784;24/07/1987;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;15/03/2022 00:00;14/03/2023 00:00
15189319;1;Lara Almeida;04482546785;25/07/1987;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14722003;3;Luana Pereira;04482546786;26/07/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO BLOCO CIRURGICO;MED;MEDICO ANESTESIOLOGISTA;III;A;25/02/2022;25/02/2022 00:00;24/02/2023 00:00
11589371;3;Danilo Almeida;04482546787;27/07/1987;NA;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;NA;ENFERMEIRO;NA;NA;07/12/2022;NA;NA
12652616;2;Arthur Souza;04482546788;28/07/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;PENF;ENFERMEIRO;IV;A;17/05/2021;17/05/2021 00:00;16/05/2023 00:00
14901995;2;Gustavo Barbosa;04482546789;29/07/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;30/12/2020;30/12/2020 00:00;30/06/2023 00:00
12767695;3;Rafaela Silva;04482546790;30/07/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DA MATERNIDADE;MED;MEDICO GINECOLOGISTA;III;A;07/02/2022;04/02/2022 00:00;03/01/2023 00:00
14660971;1;Gabrielle Souza;04482546791;31/07/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;04/03/2022;04/03/2022 00:00;03/03/2023 00:00
14812911;2;Nicole Barros;04482546792;01/08/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DO LABORATORIO;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
15067598;1;Kauã Ferreira;04482546793;02/08/1987;CONTRATO TEMPORARIO;CMT;DIRETORIA GERAL;AGAS;BIBLIOTECARIO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13699756;3;Murilo Cunha;04482546794;03/08/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE DE NEONATOLOGIA;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
14273460;1;Ágatha Goncalves;04482546795;04/08/1987;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;AGAS;FARMACEUTICO;I;A;17/06/2016;01/02/2022 00:00;31/01/2023 00:00
14834832;1;Manuela Barros;04482546796;05/08/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;ENFERMEIRO;IV;A;17/02/2022;17/02/2022 00:00;16/02/2023 00:00
14624563;4;Luis Lima;04482546797;06/08/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE CIRURGICA;MED;MEDICO ANESTESIOLOGISTA;III;A;0000-00-00;28/12/2021 00:00;30/06/2023 00:00
13487541;2;Bruno Costa;04482546798;07/08/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DO SERVIÇO DE NUTRICAO E DIETETICA;MED;MEDICO NUTROLOGISTA;III;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14878649;1;Ágatha Costa;04482546799;08/08/1987;CONTRATO TEMPORARIO;HRJP;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14878664;1;Erick Araujo;04482546800;09/08/1987;CONTRATO TEMPORARIO;HRJP;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14612352;2;Otávio Santos;04482546801;10/08/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;MED;MEDICO GINECOLOGISTA;III;A;01/07/2022;01/07/2022 00:00;27/12/2022 00:00
14612733;2;Laura Barbosa;04482546802;11/08/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;02/07/2022;02/07/2022 00:00;01/07/2023 00:00
14612733;3;Gabriel Pereira;04482546803;12/08/1987;CONTRATO TEMPORARIO;JXXIII;NA;PENF;TECNICO DE ENFERMAGEM;II;A;NA;01/03/2022 00:00;28/02/2023 00:00
13850102;4;Gabriela Lima;04482546804;13/08/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;MED;MEDICO OBSTETRA;III;A;26/01/2022;26/01/2022 00:00;25/01/2023 00:00
15192230;1;Carlos Dias;04482546805;14/08/1987;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14934392;1;Kaua Ribeiro;04482546806;15/08/1987;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14909394;2;Joao Castro;04482546807;16/08/1987;CONTRATO TEMPORARIO;HAC;COORDENACAO DO AMBULATORIO;MED;MEDICO CLINICO;III;A;24/02/2022;24/02/2022 00:00;23/02/2023 00:00
14580013;2;Kauã Dias;04482546808;17/08/1987;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;PENF;ENFERMEIRO OBSTETRICO;VI;A;23/12/2021;23/12/2021 00:00;30/06/2023 00:00
14575690;2;Alice Fernandes;04482546809;18/08/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
11244415;2;Gabrielle Rocha;04482546810;19/08/1987;CONTRATO TEMPORARIO;CSSFA;COORDENACAO DA UNIDADE DE INTERNACAO E PACIENTES EXTERNOS;PENF;TECNICO DE ENFERMAGEM;II;A;0000-00-00;24/06/2022 00:00;23/06/2023 00:00
14660948;4;Beatriz Correia;04482546811;20/08/1987;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE URGENCIA E EMERGENCIA PEDIATRICA;PENF;TECNICO DE ENFERMAGEM;II;A;21/06/2022;21/06/2022 00:00;19/06/2023 00:00
14660948;2;Kauê Cardoso;04482546812;21/08/1987;CONTRATO TEMPORARIO;HMAL;COORDENACAO DA CENTRAL DE MATERIAL E ESTERILIZACAO;PENF;TECNICO DE ENFERMAGEM;II;A;22/06/2022;22/06/2022 00:00;21/06/2023 00:00
14962724;1;Isabelle Oliveira;04482546813;22/08/1987;CONTRATO TEMPORARIO;CMT;GERENCIA ASSISTENCIAL;AGAS;ASSISTENTE SOCIAL;I;A;17/05/2021;17/05/2021 00:00;16/05/2023 00:00
14932461;1;Kauã Ferreira;04482546814;23/08/1987;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14053490;2;Leonor Cardoso;04482546815;24/08/1987;CONTRATO TEMPORARIO;IRS;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;17/01/2022;17/01/2022 00:00;16/01/2023 00:00
14666770;1;Giovana Oliveira;04482546816;25/08/1987;CONTRATO TEMPORARIO;AJUR;(DESAT.)PROCURADORIA;TOS;TECNICO DE CONTABILIDADE;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14887319;1;Leonardo Correia;04482546817;26/08/1987;CONTRATO TEMPORARIO;HRAD;NA;MEDRE;MEDICO;I;A;NA;02/03/2020 00:00;01/03/2023 00:00
14905053;3;Alice Fernandes;04482546818;27/08/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA NEONATAL;PENF;TECNICO DE ENFERMAGEM;II;A;05/04/2022;05/04/2022 00:00;04/04/2023 00:00
15122393;1;Eduardo Azevedo;04482546819;28/08/1987;CONTRATO TEMPORARIO;IRS;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14882070;1;Gabrielle Cavalcanti;04482546820;29/08/1987;CONTRATO TEMPORARIO;HEM;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
15070071;1;Bruno Pinto;04482546821;30/08/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DAS UNIDADES DE INTERNACAO;AGAS;ASSISTENTE SOCIAL;I;A;0000-00-00;02/02/2022 00:00;01/02/2023 00:00
15117724;1;Júlio Correia;04482546822;31/08/1987;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14590244;2;Manuela Barbosa;04482546823;01/09/1987;CONTRATO TEMPORARIO;HMAL;COORDENACAO DE FATURAMENTO;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
15226251;1;Yasmin Almeida;04482546824;02/09/1987;CONTRATO TEMPORARIO;CMT;GERENCIA ASSISTENCIAL;MED;MEDICO CLINICO;III;A;13/05/2022;13/05/2022 00:00;12/05/2023 00:00
13237151;2;Otávio Fernandes;04482546825;03/09/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
12969218;2;Kauã Ribeiro;04482546826;04/09/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM RADIOLOGIA;II;A;0000-00-00;04/02/2022 00:00;03/02/2023 00:00
12946679;1;Bianca Rocha;04482546827;05/09/1987;NA;HJXXIII;GERENCIA DA EQUIPE MULTIDISCIPLINAR;NA;ASSISTENTE SOCIAL;NA;NA;21/09/2022;NA;NA
13794417;2;Tânia Gomes;04482546828;06/09/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE LABORATORIO E AGENCIA TRANSFUSIONAL;AGAS;FARMACEUTICO;I;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
14425912;4;Vitor Rodrigues;04482546829;07/09/1987;CONTRATO TEMPORARIO;CEPAI;COORDENACAO DA UNIDADE DE URGENCIA;MED;MEDICO PSIQUIATRA;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14934160;1;Luiz Souza;04482546830;08/09/1987;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
15348998;1;Daniel Correia;04482546831;09/09/1987;CONTRATO TEMPORARIO;JXXIII;NA;PENF;TECNICO DE ENFERMAGEM;II;A;NA;01/11/2022 00:00;31/10/2023 00:00
90019619;9;Kai Ribeiro;04482546832;10/09/1987;NA;HJXXIII;COORDENACAO DO CENTRO DE TRATAMENTO DE QUEIMADOS;NA;;NA;NA;01/11/2022;NA;NA
14880652;1;Yasmin Ribeiro;04482546833;11/09/1987;CONTRATO TEMPORARIO;IRS;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14934319;1;Paulo Cunha;04482546834;12/09/1987;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14801351;1;Tiago Lima;04482546835;13/09/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DAS UNIDADES CRITICAS;MED;MEDICO CLINICO;III;A;29/07/2019;01/02/2021 00:00;31/01/2023 00:00
14879068;3;Gabriel Almeida;04482546836;14/09/1987;CONTRATO TEMPORARIO;HEM;NA;MED;MEDICO GENERALISTA;I;A;NA;29/06/2022 00:00;25/12/2022 00:00
14879068;1;Eduardo Pinto;04482546837;15/09/1987;CONTRATO TEMPORARIO;HEM;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14576813;2;Carolina Oliveira;04482546838;16/09/1987;CONTRATO TEMPORARIO;DIGEPE;(DESAT.)GERENCIA DE SAUDE E SEGURANCA DO TRABALHADOR;PENF;ENFERMEIRO DO TRABALHO;VI;A;12/04/2021;06/04/2021 00:00;05/04/2023 00:00
14884357;1;Ryan Oliveira;04482546839;17/09/1987;CONTRATO TEMPORARIO;HJK;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
13803291;3;Sophia Castro;04482546840;18/09/1987;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;06/01/2022;06/01/2022 00:00;05/01/2023 00:00
15086598;1;Tânia Fernandes;04482546841;19/09/1987;CONTRATO TEMPORARIO;HRAD;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;AUXILIAR ADMINISTRATIVO;I;A;0000-00-00;01/02/2022 00:00;31/01/2023 00:00
14882153;1;Carolina Silva;04482546842;20/09/1987;CONTRATO TEMPORARIO;MOV;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
15119233;1;Arthur Cunha;04482546843;21/09/1987;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
15074867;1;Isabelle Ribeiro;04482546844;22/09/1987;CONTRATO TEMPORARIO;HAC;COORDENACAO DA EQUIPE MULTIDISCIPLINAR;AGAS;FISIOTERAPEUTA;I;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14882856;4;Luan Oliveira;04482546845;23/09/1987;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CLINICO;III;A;07/07/2022;07/07/2022 00:00;06/07/2023 00:00
12826921;1;Enzo Castro;04482546846;24/09/1987;CONTRATO TEMPORARIO;DPGF;(DESAT.)COORDENACAO DE CONTABILIDADE GOVERNAMENTAL;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13310198;5;Evelyn Ribeiro;04482546847;25/09/1987;CONTRATO TEMPORARIO;HJK;COORDENACAO DO SERVIÇO DE NUTRICAO E DIETETICA;MED;MEDICO CLINICO;III;A;01/02/2021;01/02/2021 00:00;31/01/2023 00:00
13310198;3;Letícia Cavalcanti;04482546848;26/09/1987;CONTRATO TEMPORARIO;MGT;DIRETORIA GERAL;MED;MEDICO;III;A;16/10/2018;01/02/2022 00:00;31/01/2023 00:00
14540413;1;Carlos Goncalves;04482546849;27/09/1987;CONTRATO TEMPORARIO;IRS;COORDENACAO DO CENTRO DE EDUCACAO INFANTIL;TOS;PROFESSOR RECREADOR;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14946925;1;Vitor Correia;04482546850;28/09/1987;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO GENERALISTA;I;A;01/07/2022;01/07/2022 00:00;27/12/2022 00:00
